username,tweetcreatedat,text,clean_text,remove_symb,clean_text_two,case_fold,tokenize,data
loeyworldd,2022-10-05 23:38:30+00:00,Bener ternyata wattpadnya kak asri aci.. btw masih sebel pas jaman mereka kuliah si liam ketahuan selingkuh sama ana🥺,Bener ternyata wattpadnya kak asri aci.. btw masih sebel pas jaman mereka kuliah si liam ketahuan selingkuh sama ana🥺,Bener ternyata wattpadnya kak asri aci btw masih sebel pas jaman mereka kuliah si liam ketahuan selingkuh sama ana,Bener ternyata wattpadnya kak asri aci btw masih sebel pas jaman mereka kuliah si liam ketahuan selingkuh sama ana,bener ternyata wattpadnya kak asri aci btw masih sebel pas jaman mereka kuliah si liam ketahuan selingkuh sama ana,"['bener', 'wattpadnya', 'kak', 'asri', 'aci', 'sebel', 'pas', 'jaman', 'kuliah', 'liam', 'tahu', 'selingkuh', 'ana']",bener wattpadnya kak asri aci sebel pas jaman kuliah liam tahu selingkuh ana
auxiliaries_,2022-10-05 23:38:15+00:00,@diethingy Kek ny u turun bb karena stress kuliah, Kek ny u turun bb karena stress kuliah,Kek ny u turun bb karena stress kuliah,Kek ny u turun bb karena stress kuliah,kek ny u turun bb karena stress kuliah,"['kek', 'ny', 'turun', 'bb', 'stress', 'kuliah']",kek ny turun bb stress kuliah
Maul_f69,2022-10-05 23:37:35+00:00,"@collegemenfess Menurut hemat saya, dikarenakan cuaca yang tidak memungkinkan untuk tatap muka, saya setuju dengan usulan kuliah daring. Terimakasih"," Menurut hemat saya, dikarenakan cuaca yang tidak memungkinkan untuk tatap muka, saya setuju dengan usulan kuliah daring. Terimakasih",Menurut hemat saya dikarenakan cuaca yang tidak memungkinkan untuk tatap muka saya setuju dengan usulan kuliah daring Terimakasih,Menurut hemat saya dikarenakan cuaca yang tidak memungkinkan untuk tatap muka saya setuju dengan usulan kuliah daring Terimakasih,menurut hemat saya dikarenakan cuaca yang tidak memungkinkan untuk tatap muka saya setuju dengan usulan kuliah daring terimakasih,"['hemat', 'cuaca', 'tatap', 'muka', 'tuju', 'usul', 'kuliah', 'daring', 'terimakasih']",hemat cuaca tatap muka tuju usul kuliah daring terimakasih
makimytype,2022-10-05 23:37:34+00:00,@sbmptnfess caranya adalah timbang-timbang terus apa yang lo senangin. minat yg harus bisa memampukan lo stay 4 tahun. aku 2 tahun gak tau mau kuliah apa jadinya coba self-reflect dulu tuh aku seneng apa ... kira2 apa yang bisa aku enjoy hingga nanti2. syukur banget keterima Sastra Prancis., caranya adalah timbang-timbang terus apa yang lo senangin. minat yg harus bisa memampukan lo stay 4 tahun. aku 2 tahun gak tau mau kuliah apa jadinya coba self-reflect dulu tuh aku seneng apa ... kira2 apa yang bisa aku enjoy hingga nanti2. syukur banget keterima Sastra Prancis.,caranya adalah timbang timbang terus apa yang lo senangin minat yg harus bisa memampukan lo stay 4 tahun aku 2 tahun gak tau mau kuliah apa jadinya coba self reflect dulu tuh aku seneng apa kira2 apa yang bisa aku enjoy hingga nanti2 syukur banget keterima Sastra Prancis,caranya adalah timbang timbang terus apa yang lo senangin minat yg harus bisa memampukan lo stay  tahun aku  tahun gak tau mau kuliah apa jadinya coba self reflect dulu tuh aku seneng apa kira apa yang bisa aku enjoy hingga nanti syukur banget keterima Sastra Prancis,caranya adalah timbang timbang terus apa yang lo senangin minat yg harus bisa memampukan lo stay  tahun aku  tahun gak tau mau kuliah apa jadinya coba self reflect dulu tuh aku seneng apa kira apa yang bisa aku enjoy hingga nanti syukur banget keterima sastra prancis,"['timbang', 'timbang', 'senangin', 'minat', 'mampu', 'stay', 'tahun', 'tahun', 'gak', 'tau', 'kuliah', 'coba', 'self', 'reflect', 'tuh', 'neng', 'enjoy', 'syukur', 'banget', 'terima', 'sastra', 'prancis']",timbang timbang senangin minat mampu stay tahun tahun gak tau kuliah coba self reflect tuh neng enjoy syukur banget terima sastra prancis
viratalle,2022-10-05 23:37:13+00:00,orang yg sarapan sebelum kuliah pagi tuh bangun jam berapa sih cok 😭,orang yg sarapan sebelum kuliah pagi tuh bangun jam berapa sih cok 😭,orang yg sarapan sebelum kuliah pagi tuh bangun jam berapa sih cok,orang yg sarapan sebelum kuliah pagi tuh bangun jam berapa sih cok,orang yg sarapan sebelum kuliah pagi tuh bangun jam berapa sih cok,"['sarap', 'kuliah', 'pagi', 'tuh', 'bangun', 'jam', 'cok']",sarap kuliah pagi tuh bangun jam cok
furrymeo,2022-10-05 23:37:10+00:00,@sbmptnfess gapapa aku sempet mau kuliah di situ jugaa 😭, gapapa aku sempet mau kuliah di situ jugaa 😭,gapapa aku sempet mau kuliah di situ jugaa,gapapa aku sempet mau kuliah di situ jugaa,gapapa aku sempet mau kuliah di situ jugaa,"['gapapa', 'sempet', 'kuliah', 'situ', 'jugaa']",gapapa sempet kuliah situ jugaa
psychber,2022-10-05 23:36:58+00:00,kuliah bikin gue pengen teriak kon,kuliah bikin gue pengen teriak kon,kuliah bikin gue pengen teriak kon,kuliah bikin gue pengen teriak kon,kuliah bikin gue pengen teriak kon,"['kuliah', 'bikin', 'ken', 'teriak', 'kon']",kuliah bikin ken teriak kon
diethingy,2022-10-05 23:36:44+00:00,diet! guys sender mau cerita jadi semenjak sender kuliah udah susah ada waktu buat olahraga jadi cuman bisa defkal aja tapi kalo mau ke kampus atau mau ke mana gitu sender slalu jalan kaki trus berat sender turun trus kyknya 2 bulan ini udah turun 6 kg itu bagus ngk  (cont..),diet! guys sender mau cerita jadi semenjak sender kuliah udah susah ada waktu buat olahraga jadi cuman bisa defkal aja tapi kalo mau ke kampus atau mau ke mana gitu sender slalu jalan kaki trus berat sender turun trus kyknya 2 bulan ini udah turun 6 kg itu bagus ngk  (cont..),diet guys sender mau cerita jadi semenjak sender kuliah udah susah ada waktu buat olahraga jadi cuman bisa defkal aja tapi kalo mau ke kampus atau mau ke mana gitu sender slalu jalan kaki trus berat sender turun trus kyknya 2 bulan ini udah turun 6 kg itu bagus ngk cont,diet guys sender mau cerita jadi semenjak sender kuliah udah susah ada waktu buat olahraga jadi cuman bisa defkal aja tapi kalo mau ke kampus atau mau ke mana gitu sender slalu jalan kaki trus berat sender turun trus kyknya  bulan ini udah turun  kg itu bagus ngk cont,diet guys sender mau cerita jadi semenjak sender kuliah udah susah ada waktu buat olahraga jadi cuman bisa defkal aja tapi kalo mau ke kampus atau mau ke mana gitu sender slalu jalan kaki trus berat sender turun trus kyknya  bulan ini udah turun  kg itu bagus ngk cont,"['diet', 'guys', 'sender', 'cerita', 'semenjak', 'sender', 'kuliah', 'udah', 'susah', 'waktu', 'olahraga', 'cuman', 'defkal', 'aja', 'kalo', 'kampus', 'gitu', 'sender', 'slalu', 'jalan', 'kaki', 'trus', 'berat', 'sender', 'turun', 'trus', 'kyknya', 'udah', 'turun', 'kg', 'bagus', 'ngk', 'cont']",diet guys sender cerita semenjak sender kuliah udah susah waktu olahraga cuman defkal aja kalo kampus gitu sender slalu jalan kaki trus berat sender turun trus kyknya udah turun kg bagus ngk cont
SSaptadi,2022-10-05 23:36:38+00:00,"@SickDFeelings @CaptainMeals @gandewaseta @txtdrpemerintah Temen gw isilop kuliah swasta kelas online nganbil hukum, tugas joki terus"," Temen gw isilop kuliah swasta kelas online nganbil hukum, tugas joki terus",Temen gw isilop kuliah swasta kelas online nganbil hukum tugas joki terus,Temen gw isilop kuliah swasta kelas online nganbil hukum tugas joki terus,temen gw isilop kuliah swasta kelas online nganbil hukum tugas joki terus,"['temen', 'isilop', 'kuliah', 'swasta', 'kelas', 'online', 'nganbil', 'hukum', 'tugas', 'joki']",temen isilop kuliah swasta kelas online nganbil hukum tugas joki
studyiy,2022-10-05 23:36:31+00:00,"Tmen kuliah udh ada yg keliatan fakenya hahah, dia ngomongin tmn yg main sm dia  mulu, trs ngelek2in dibelakang. Tp ttp aja masi main sm yg dia omongin","Tmen kuliah udh ada yg keliatan fakenya hahah, dia ngomongin tmn yg main sm dia  mulu, trs ngelek2in dibelakang. Tp ttp aja masi main sm yg dia omongin",Tmen kuliah udh ada yg keliatan fakenya hahah dia ngomongin tmn yg main sm dia mulu trs ngelek2in dibelakang Tp ttp aja masi main sm yg dia omongin,Tmen kuliah udh ada yg keliatan fakenya hahah dia ngomongin tmn yg main sm dia mulu trs ngelekin dibelakang Tp ttp aja masi main sm yg dia omongin,tmen kuliah udh ada yg keliatan fakenya hahah dia ngomongin tmn yg main sm dia mulu trs ngelekin dibelakang tp ttp aja masi main sm yg dia omongin,"['tmen', 'kuliah', 'liat', 'fakenya', 'hahah', 'ngomongin', 'tmn', 'main', 'sm', 'mulu', 'trs', 'ngelekin', 'belakang', 'ttp', 'aja', 'main', 'sm', 'omongin']",tmen kuliah liat fakenya hahah ngomongin tmn main sm mulu trs ngelekin belakang ttp aja main sm omongin
hamidarahmaa,2022-10-05 23:36:30+00:00,kuliah haha hihi cape juga ya,kuliah haha hihi cape juga ya,kuliah haha hihi cape juga ya,kuliah haha hihi cape juga ya,kuliah haha hihi cape juga ya,"['kuliah', 'haha', 'hihi', 'cape']",kuliah haha hihi cape
IyaIyaAjaLu,2022-10-05 23:36:25+00:00,"Setuju, dan klo terbukti palsu, harus dihukum seberat beratnya.
Yg anehnya ada orang kuliah, tapi ga ada satupun orang yg pernah mengaku dia temen seangkatannya si hokage di UGM. https://t.co/Z5zTTRQ0xE","Setuju, dan klo terbukti palsu, harus dihukum seberat beratnya.
Yg anehnya ada orang kuliah, tapi ga ada satupun orang yg pernah mengaku dia temen seangkatannya si hokage di UGM. https://t.co/Z5zTTRQ0xE",Setuju dan klo terbukti palsu harus dihukum seberat beratnya Yg anehnya ada orang kuliah tapi ga ada satupun orang yg pernah mengaku dia temen seangkatannya si hokage di UGM,Setuju dan klo terbukti palsu harus dihukum seberat beratnya Yg anehnya ada orang kuliah tapi ga ada satupun orang yg pernah mengaku dia temen seangkatannya si hokage di UGM,setuju dan klo terbukti palsu harus dihukum seberat beratnya yg anehnya ada orang kuliah tapi ga ada satupun orang yg pernah mengaku dia temen seangkatannya si hokage di ugm,"['tuju', 'klo', 'bukti', 'palsu', 'hukum', 'berat', 'berat', 'aneh', 'kuliah', 'satu', 'aku', 'temen', 'angkat', 'hokage', 'ugm']",tuju klo bukti palsu hukum berat berat aneh kuliah satu aku temen angkat hokage ugm
ohmywaayy,2022-10-05 23:36:12+00:00,"Kuliah kaosan enak kali ya, sumpah muales ganti apalagi hujan begini:(","Kuliah kaosan enak kali ya, sumpah muales ganti apalagi hujan begini:(",Kuliah kaosan enak kali ya sumpah muales ganti apalagi hujan begini,Kuliah kaosan enak kali ya sumpah muales ganti apalagi hujan begini,kuliah kaosan enak kali ya sumpah muales ganti apalagi hujan begini,"['kuliah', 'kaos', 'sumpah', 'muales', 'ganti', 'hujan']",kuliah kaos sumpah muales ganti hujan
h0neystarss,2022-10-05 23:36:11+00:00,astaghfirullah maless kuliah,astaghfirullah maless kuliah,astaghfirullah maless kuliah,astaghfirullah maless kuliah,astaghfirullah maless kuliah,"['astaghfirullah', 'maless', 'kuliah']",astaghfirullah maless kuliah
waddlesword,2022-10-05 23:36:09+00:00,"week 2 kuliah banyak bgt blunder, ditandain dosen, tugas mulai banyak mepet deadline, kemaren sempet debat sama aslab walau akhirnya kita semua tau yg blunder itu aslab nya wkwk","week 2 kuliah banyak bgt blunder, ditandain dosen, tugas mulai banyak mepet deadline, kemaren sempet debat sama aslab walau akhirnya kita semua tau yg blunder itu aslab nya wkwk",week 2 kuliah banyak bgt blunder ditandain dosen tugas mulai banyak mepet deadline kemaren sempet debat sama aslab walau akhirnya kita semua tau yg blunder itu aslab nya wkwk,week  kuliah banyak bgt blunder ditandain dosen tugas mulai banyak mepet deadline kemaren sempet debat sama aslab walau akhirnya kita semua tau yg blunder itu aslab nya wkwk,week  kuliah banyak bgt blunder ditandain dosen tugas mulai banyak mepet deadline kemaren sempet debat sama aslab walau akhirnya kita semua tau yg blunder itu aslab nya wkwk,"['week', 'kuliah', 'blunder', 'ditandain', 'dosen', 'tugas', 'mepet', 'deadline', 'kemaren', 'sempet', 'debat', 'aslab', 'tau', 'blunder', 'aslab', 'wkwk']",week kuliah blunder ditandain dosen tugas mepet deadline kemaren sempet debat aslab tau blunder aslab wkwk
candrasdm_w,2022-10-05 23:35:59+00:00,"@sutanmangara @hepipurwana Teman sekolah, teman kuliah dan teman bermainnya, guru sekolah dan guru ngajinya apa bisa dibuktikan?"," Teman sekolah, teman kuliah dan teman bermainnya, guru sekolah dan guru ngajinya apa bisa dibuktikan?",Teman sekolah teman kuliah dan teman bermainnya guru sekolah dan guru ngajinya apa bisa dibuktikan,Teman sekolah teman kuliah dan teman bermainnya guru sekolah dan guru ngajinya apa bisa dibuktikan,teman sekolah teman kuliah dan teman bermainnya guru sekolah dan guru ngajinya apa bisa dibuktikan,"['teman', 'sekolah', 'teman', 'kuliah', 'teman', 'main', 'guru', 'sekolah', 'guru', 'ngajinya', 'bukti']",teman sekolah teman kuliah teman main guru sekolah guru ngajinya bukti
haechanyeol__,2022-10-05 23:35:50+00:00,"-TAEKOOK AU-

^Y.C.I^

Jungkook itu anak manja yang baru lulus kuliah. Belum siap sebenarnya untuk menikah. Tapi bagaimana jika dirinya dipaksa menikah dengan orang yang tak seharunya ia nikahi?kakak sepupu jauhnya yang dingin dan pendiam ditambah lagi perfeksionis. https://t.co/MFY0xKoNQT","-TAEKOOK AU-

^Y.C.I^

Jungkook itu anak manja yang baru lulus kuliah. Belum siap sebenarnya untuk menikah. Tapi bagaimana jika dirinya dipaksa menikah dengan orang yang tak seharunya ia nikahi?kakak sepupu jauhnya yang dingin dan pendiam ditambah lagi perfeksionis. https://t.co/MFY0xKoNQT",TAEKOOK AU Y C I Jungkook itu anak manja yang baru lulus kuliah Belum siap sebenarnya untuk menikah Tapi bagaimana jika dirinya dipaksa menikah dengan orang yang tak seharunya ia nikahi kakak sepupu jauhnya yang dingin dan pendiam ditambah lagi perfeksionis,TAEKOOK AU Y C I Jungkook itu anak manja yang baru lulus kuliah Belum siap sebenarnya untuk menikah Tapi bagaimana jika dirinya dipaksa menikah dengan orang yang tak seharunya ia nikahi kakak sepupu jauhnya yang dingin dan pendiam ditambah lagi perfeksionis,taekook au y c i jungkook itu anak manja yang baru lulus kuliah belum siap sebenarnya untuk menikah tapi bagaimana jika dirinya dipaksa menikah dengan orang yang tak seharunya ia nikahi kakak sepupu jauhnya yang dingin dan pendiam ditambah lagi perfeksionis,"['taekook', 'au', 'jungkook', 'anak', 'manja', 'lulus', 'kuliah', 'meni', 'paksa', 'meni', 'haru', 'nikah', 'kakak', 'sepupu', 'jauh', 'dingin', 'diam', 'tambah', 'perfeksionis']",taekook au jungkook anak manja lulus kuliah meni paksa meni haru nikah kakak sepupu jauh dingin diam tambah perfeksionis
jibuthilal,2022-10-05 23:35:50+00:00,Aktivis mengganggu kuliah Meghan O'Sullivan di Universitas Harvard. O'Sullivan adalah anggota dewan pembuat senjata utama AS Raytheon dan merupakan arsitek invasi Irak tahun 2003. Perang menghancurkan negara itu dan membunuh ratusan ribu warga Irak yang tidak bersalah. https://t.co/BxNJEsjOQY,Aktivis mengganggu kuliah Meghan O'Sullivan di Universitas Harvard. O'Sullivan adalah anggota dewan pembuat senjata utama AS Raytheon dan merupakan arsitek invasi Irak tahun 2003. Perang menghancurkan negara itu dan membunuh ratusan ribu warga Irak yang tidak bersalah. https://t.co/BxNJEsjOQY,Aktivis mengganggu kuliah Meghan O Sullivan di Universitas Harvard O Sullivan adalah anggota dewan pembuat senjata utama AS Raytheon dan merupakan arsitek invasi Irak tahun 2003 Perang menghancurkan negara itu dan membunuh ratusan ribu warga Irak yang tidak bersalah,Aktivis mengganggu kuliah Meghan O Sullivan di Universitas Harvard O Sullivan adalah anggota dewan pembuat senjata utama AS Raytheon dan merupakan arsitek invasi Irak tahun  Perang menghancurkan negara itu dan membunuh ratusan ribu warga Irak yang tidak bersalah,aktivis mengganggu kuliah meghan o sullivan di universitas harvard o sullivan adalah anggota dewan pembuat senjata utama as raytheon dan merupakan arsitek invasi irak tahun  perang menghancurkan negara itu dan membunuh ratusan ribu warga irak yang tidak bersalah,"['aktivis', 'ganggu', 'kuliah', 'meghan', 'sullivan', 'universitas', 'harvard', 'sullivan', 'anggota', 'dewan', 'buat', 'senjata', 'utama', 'as', 'raytheon', 'arsitek', 'invasi', 'irak', 'tahun', 'perang', 'hancur', 'negara', 'bunuh', 'ratus', 'ribu', 'warga', 'irak', 'salah']",aktivis ganggu kuliah meghan sullivan universitas harvard sullivan anggota dewan buat senjata utama as raytheon arsitek invasi irak tahun perang hancur negara bunuh ratus ribu warga irak salah
itsselviana_,2022-10-05 23:35:47+00:00,"kuliah itu untuk laki-laki, perempuan gausa kuliah nanti juga gak akan kepake. ujung-ujungnya jadi ibu rumah tangga.

kata seseorang yang saya kenal😂","kuliah itu untuk laki-laki, perempuan gausa kuliah nanti juga gak akan kepake. ujung-ujungnya jadi ibu rumah tangga.

kata seseorang yang saya kenal😂",kuliah itu untuk laki laki perempuan gausa kuliah nanti juga gak akan kepake ujung ujungnya jadi ibu rumah tangga kata seseorang yang saya kenal,kuliah itu untuk laki laki perempuan gausa kuliah nanti juga gak akan kepake ujung ujungnya jadi ibu rumah tangga kata seseorang yang saya kenal,kuliah itu untuk laki laki perempuan gausa kuliah nanti juga gak akan kepake ujung ujungnya jadi ibu rumah tangga kata seseorang yang saya kenal,"['kuliah', 'laki', 'laki', 'perempuan', 'gausa', 'kuliah', 'gak', 'kepake', 'ujung', 'ujung', 'rumah', 'tangga', 'kenal']",kuliah laki laki perempuan gausa kuliah gak kepake ujung ujung rumah tangga kenal
AiFajar26,2022-10-05 23:35:42+00:00,@Soobatreceh Udah lulus kuliah?, Udah lulus kuliah?,Udah lulus kuliah,Udah lulus kuliah,udah lulus kuliah,"['udah', 'lulus', 'kuliah']",udah lulus kuliah
nadiip18,2022-10-05 23:35:35+00:00,@takeallalone @collegemenfess Sianjir bayarin kuliah 😆, Sianjir bayarin kuliah 😆,Sianjir bayarin kuliah,Sianjir bayarin kuliah,sianjir bayarin kuliah,"['sianjir', 'bayarin', 'kuliah']",sianjir bayarin kuliah
convokiIler,2022-10-05 23:35:34+00:00,KULIAH ONLEN DIKUMPULIN OFFLINE APA ESENSINYA YAALLAH KASIAN RUMAH TEMEN YG JAUH2 EFFORT BGT CUMA DEMI NGUMPULIN TUGAS LALU PULANG👎🏻 https://t.co/f1sLtjpqrd,KULIAH ONLEN DIKUMPULIN OFFLINE APA ESENSINYA YAALLAH KASIAN RUMAH TEMEN YG JAUH2 EFFOBGT CUMA DEMI NGUMPULIN TUGAS LALU PULANG👎🏻 https://t.co/f1sLtjpqrd,KULIAH ONLEN DIKUMPULIN OFFLINE APA ESENSINYA YAALLAH KASIAN RUMAH TEMEN YG JAUH2 EFFOBGT CUMA DEMI NGUMPULIN TUGAS LALU PULANG,KULIAH ONLEN DIKUMPULIN OFFLINE APA ESENSINYA YAALLAH KASIAN RUMAH TEMEN YG JAUH EFFOBGT CUMA DEMI NGUMPULIN TUGAS LALU PULANG,kuliah onlen dikumpulin offline apa esensinya yaallah kasian rumah temen yg jauh effobgt cuma demi ngumpulin tugas lalu pulang,"['kuliah', 'onlen', 'dikumpulin', 'offline', 'esensi', 'yaallah', 'kasi', 'rumah', 'temen', 'effobgt', 'ngumpulin', 'tugas', 'pulang']",kuliah onlen dikumpulin offline esensi yaallah kasi rumah temen effobgt ngumpulin tugas pulang
dravibes,2022-10-05 23:35:32+00:00,@Askrlfess Namanya berat nder. Aku kalau punya nama kayak gitu auto ganti panggilan soalnya aku burik hehe. Aku punya nama yg artinya 'anak kecil' tp badanku gede dan itu aku diomongin dari TK - sekarang udah kuliah. Capek wkwk, Namanya berat nder. Aku kalau punya nama kayak gitu auto ganti panggilan soalnya aku burik hehe. Aku punya nama yg artinya 'anak kecil' tp badanku gede dan itu aku diomongin dari TK - sekarang udah kuliah. Capek wkwk,Namanya berat nder Aku kalau punya nama kayak gitu auto ganti panggilan soalnya aku burik hehe Aku punya nama yg artinya anak kecil tp badanku gede dan itu aku diomongin dari TK sekarang udah kuliah Capek wkwk,Namanya berat nder Aku kalau punya nama kayak gitu auto ganti panggilan soalnya aku burik hehe Aku punya nama yg artinya anak kecil tp badanku gede dan itu aku diomongin dari TK sekarang udah kuliah Capek wkwk,namanya berat nder aku kalau punya nama kayak gitu auto ganti panggilan soalnya aku burik hehe aku punya nama yg artinya anak kecil tp badanku gede dan itu aku diomongin dari tk sekarang udah kuliah capek wkwk,"['nama', 'berat', 'nder', 'nama', 'kayak', 'gitu', 'auto', 'ganti', 'panggil', 'burik', 'hehe', 'nama', 'anak', 'badan', 'gede', 'diomongin', 'tk', 'udah', 'kuliah', 'capek', 'wkwk']",nama berat nder nama kayak gitu auto ganti panggil burik hehe nama anak badan gede diomongin tk udah kuliah capek wkwk
rofiqnur,2022-10-05 23:35:23+00:00,"@detikcom Mending kuliah aja, siapa tahu nanti jadi presiden. Biar bisa beresin TNI dan POLRI"," Mending kuliah aja, siapa tahu nanti jadi presiden. Biar bisa beresin TNI dan POLRI",Mending kuliah aja siapa tahu nanti jadi presiden Biar bisa beresin TNI dan POLRI,Mending kuliah aja siapa tahu nanti jadi presiden Biar bisa beresin TNI dan POLRI,mending kuliah aja siapa tahu nanti jadi presiden biar bisa beresin tni dan polri,"['mending', 'kuliah', 'aja', 'presiden', 'biar', 'resin', 'tni', 'polri']",mending kuliah aja presiden biar resin tni polri
